Region,Date,Temperature_C,Precipitation_mm,Humidity_percent,Min_Temperature_C,Max_Temperature_C,Wind_Speed_kmh,Atmospheric_Pressure_hPa,Heat_Index_C,Year,Month,Day,DayOfYear,Temperature_Range,Comfort_Index,Season,Weather_Severity,Pressure_Category
Jammu and Kashmir,2024-10-01,7.7,0.4,79.6,-1.3,17.5,28.8,850.0,7.7,2024,10,1,275,18.8,0,Post-Monsoon,0,Low
Ladakh,2024-10-01,-5.6,0.0,17.7,-17.2,8.7,25.5,850.0,-5.6,2024,10,1,275,25.9,0,Post-Monsoon,0,Low
Lakshadweep,2024-10-01,27.2,0.0,98.0,26.3,29.4,25.3,1015.0,33.3,2024,10,1,275,3.099999999999998,0,Post-Monsoon,0,Normal
Puducherry,2024-10-01,31.4,0.0,98.0,28.9,34.5,38.3,1006.5,37.173333333333325,2024,10,1,275,5.600000000000001,0,Post-Monsoon,1,Normal
Andhra Pradesh,2024-10-02,27.1,0.0,79.0,24.7,32.4,20.4,987.7,29.9,2024,10,2,276,7.699999999999999,0,Post-Monsoon,0,Low
Arunachal Pradesh,2024-10-02,5.6,2.7,78.8,-1.7,9.5,22.1,850.0,5.6,2024,10,2,276,11.2,0,Post-Monsoon,0,Low
Assam,2024-10-02,28.1,1.6,70.1,23.4,35.0,8.6,1005.4,30.9,2024,10,2,276,11.600000000000001,0,Post-Monsoon,0,Normal
Bihar,2024-10-02,30.3,1.1,86.8,21.6,34.4,11.8,1007.5,33.40222222222221,2024,10,2,276,12.799999999999997,0,Post-Monsoon,0,Normal
Chhattisgarh,2024-10-02,27.7,1.2,64.3,21.0,38.2,4.5,988.5,29.4,2024,10,2,276,17.200000000000003,1,Post-Monsoon,0,Low
Goa,2024-10-02,24.6,1.0,98.0,23.6,25.6,19.0,1004.5,24.6,2024,10,2,276,2.0,0,Post-Monsoon,0,Normal
Gujarat,2024-10-02,30.1,0.5,18.2,16.7,41.7,9.5,999.8,30.1,2024,10,2,276,25.000000000000004,0,Post-Monsoon,0,Low
Haryana,2024-10-02,24.7,0.0,44.0,15.6,32.0,12.5,978.9,24.7,2024,10,2,276,16.4,1,Post-Monsoon,0,Low
Himachal Pradesh,2024-10-02,3.0,0.1,77.7,-1.2,7.7,17.9,850.0,3.0,2024,10,2,276,8.9,0,Post-Monsoon,0,Low
Jharkhand,2024-10-02,23.5,0.0,88.6,22.8,26.9,4.9,972.4,23.5,2024,10,2,276,4.099999999999998,0,Post-Monsoon,0,Low
Karnataka,2024-10-02,23.5,0.0,77.5,21.2,28.6,13.1,914.9,23.5,2024,10,2,276,7.400000000000002,0,Post-Monsoon,0,Low
Kerala,2024-10-02,30.6,0.0,98.0,25.2,35.2,12.5,1003.9,36.693333333333335,2024,10,2,276,10.000000000000004,0,Post-Monsoon,0,Normal
Madhya Pradesh,2024-10-02,33.9,7.8,65.0,21.2,45.0,18.5,947.8,33.9,2024,10,2,276,23.8,0,Post-Monsoon,0,Low
Maharashtra,2024-10-02,26.6,0.0,61.4,23.1,33.0,7.7,932.1,26.6,2024,10,2,276,9.899999999999999,1,Post-Monsoon,0,Low
Manipur,2024-10-02,21.9,5.8,87.4,14.1,31.6,13.7,916.5,21.9,2024,10,2,276,17.5,0,Post-Monsoon,0,Low
Meghalaya,2024-10-02,20.7,0.0,90.9,10.4,30.8,7.4,874.3,20.7,2024,10,2,276,20.4,0,Post-Monsoon,0,Low
Mizoram,2024-10-02,18.0,1.0,98.0,10.8,24.4,12.1,902.6,18.0,2024,10,2,276,13.599999999999998,0,Post-Monsoon,0,Low
Nagaland,2024-10-02,15.0,0.0,89.7,9.3,20.7,17.7,856.1,15.0,2024,10,2,276,11.399999999999999,0,Post-Monsoon,0,Low
Odisha,2024-10-02,32.4,1.6,78.2,26.2,35.7,18.2,1014.8,32.4,2024,10,2,276,9.500000000000004,0,Post-Monsoon,0,Normal
Punjab,2024-10-02,26.9,0.7,65.1,23.0,33.1,19.2,978.7,26.9,2024,10,2,276,10.100000000000001,1,Post-Monsoon,0,Low
Rajasthan,2024-10-02,32.4,1.1,20.5,19.6,47.1,11.7,982.6,32.4,2024,10,2,276,27.5,0,Post-Monsoon,0,Low
Sikkim,2024-10-02,4.8,1.2,72.8,-0.1,7.4,24.5,850.0,4.8,2024,10,2,276,7.5,0,Post-Monsoon,0,Low
Tamil Nadu,2024-10-02,34.6,5.2,98.0,33.5,35.7,25.3,1004.4,39.093333333333334,2024,10,2,276,2.200000000000003,0,Post-Monsoon,0,Normal
Telangana,2024-10-02,29.2,0.0,46.0,24.2,34.5,10.4,959.9,29.4,2024,10,2,276,10.3,0,Post-Monsoon,0,Low
Tripura,2024-10-02,25.9,0.0,76.4,18.4,32.2,5.9,1008.5,25.9,2024,10,2,276,13.800000000000004,0,Post-Monsoon,0,Normal
Uttar Pradesh,2024-10-02,28.3,1.2,59.5,22.9,34.7,11.8,994.9,29.8,2024,10,2,276,11.800000000000004,0,Post-Monsoon,0,Low
Uttarakhand,2024-10-02,12.3,0.0,73.5,5.1,20.7,19.4,857.5,12.3,2024,10,2,276,15.6,0,Post-Monsoon,0,Low
West Bengal,2024-10-02,26.6,0.0,82.9,17.0,35.8,17.0,1003.9,26.6,2024,10,2,276,18.799999999999997,0,Post-Monsoon,0,Normal
Andaman and Nicobar Islands,2024-10-02,24.5,0.0,98.0,20.4,28.9,26.0,1001.6,24.5,2024,10,2,276,8.5,0,Post-Monsoon,0,Normal
Chandigarh,2024-10-02,24.3,0.0,73.0,21.2,27.0,4.0,966.0,24.3,2024,10,2,276,5.800000000000001,0,Post-Monsoon,0,Low
Dadra and Nagar Haveli and Daman and Diu,2024-10-02,28.7,0.3,98.0,24.3,38.0,17.4,1014.3,38.4,2024,10,2,276,13.7,0,Post-Monsoon,0,Normal
Delhi,2024-10-02,32.4,0.0,50.6,27.1,40.3,4.5,980.3,35.3,2024,10,2,276,13.199999999999996,0,Post-Monsoon,0,Low
Jammu and Kashmir,2024-10-02,3.9,0.2,75.7,-6.7,13.8,20.5,850.0,3.9,2024,10,2,276,20.5,0,Post-Monsoon,0,Low
Ladakh,2024-10-02,-3.3,0.0,29.2,-13.8,8.4,18.7,850.0,-3.3,2024,10,2,276,22.200000000000003,0,Post-Monsoon,0,Low
Lakshadweep,2024-10-02,30.2,0.0,98.0,25.7,33.3,15.9,1017.3,36.45333333333334,2024,10,2,276,7.599999999999998,0,Post-Monsoon,0,Normal
Puducherry,2024-10-02,25.2,1.0,98.0,25.2,26.5,10.1,1012.5,25.2,2024,10,2,276,1.3000000000000007,0,Post-Monsoon,0,Normal
Andhra Pradesh,2024-10-03,33.3,2.6,69.0,28.4,37.3,20.9,996.8,33.3,2024,10,3,277,8.899999999999999,0,Post-Monsoon,0,Low
Arunachal Pradesh,2024-10-03,2.1,5.4,74.7,-8.7,14.9,15.8,850.0,2.1,2024,10,3,277,23.6,0,Post-Monsoon,0,Low
Assam,2024-10-03,23.7,0.0,85.7,16.8,29.7,4.0,1002.9,23.7,2024,10,3,277,12.899999999999999,0,Post-Monsoon,0,Normal
Bihar,2024-10-03,30.1,0.8,60.2,21.9,41.7,10.2,1002.0,33.0,2024,10,3,277,19.800000000000004,0,Post-Monsoon,0,Normal
Chhattisgarh,2024-10-03,22.3,0.0,81.8,15.4,30.3,9.5,974.1,22.3,2024,10,3,277,14.9,0,Post-Monsoon,0,Low
Goa,2024-10-03,26.9,1.0,98.0,24.7,29.0,20.7,1003.8,26.9,2024,10,3,277,4.300000000000001,0,Post-Monsoon,0,Normal
Gujarat,2024-10-03,31.9,1.0,39.9,25.0,36.6,9.2,1001.1,31.9,2024,10,3,277,11.600000000000001,0,Post-Monsoon,0,Normal
Haryana,2024-10-03,32.1,0.0,37.8,22.7,38.1,11.0,994.9,32.1,2024,10,3,277,15.400000000000002,0,Post-Monsoon,0,Low
Himachal Pradesh,2024-10-03,2.5,0.0,81.6,-4.3,7.5,26.4,850.0,2.5,2024,10,3,277,11.8,0,Post-Monsoon,0,Low
Jharkhand,2024-10-03,27.8,0.0,74.9,20.2,34.9,5.6,980.0,31.0,2024,10,3,277,14.7,0,Post-Monsoon,0,Low
Karnataka,2024-10-03,18.6,0.0,73.5,10.6,24.1,11.8,923.1,18.6,2024,10,3,277,13.500000000000002,0,Post-Monsoon,0,Low
Kerala,2024-10-03,26.6,0.6,84.9,24.7,29.5,11.5,1005.1,26.6,2024,10,3,277,4.800000000000001,0,Post-Monsoon,0,Normal
Madhya Pradesh,2024-10-03,22.4,0.0,86.8,12.0,29.6,6.6,967.5,22.4,2024,10,3,277,17.6,0,Post-Monsoon,0,Low
Maharashtra,2024-10-03,28.8,1.5,66.9,26.6,33.8,16.3,939.7,31.7,2024,10,3,277,7.199999999999996,0,Post-Monsoon,0,Low
Manipur,2024-10-03,21.4,1.4,90.8,9.6,32.8,5.1,916.2,21.4,2024,10,3,277,23.199999999999996,0,Post-Monsoon,0,Low
Meghalaya,2024-10-03,15.5,3.1,98.0,11.3,21.8,4.8,865.8,15.5,2024,10,3,277,10.5,0,Post-Monsoon,0,Low
Mizoram,2024-10-03,20.7,0.3,70.5,15.7,29.0,10.4,885.8,20.7,2024,10,3,277,13.3,0,Post-Monsoon,0,Low
Nagaland,2024-10-03,16.6,14.9,97.8,11.4,22.4,8.9,872.0,16.6,2024,10,3,277,10.999999999999998,0,Post-Monsoon,0,Low
Odisha,2024-10-03,30.9,0.5,84.0,25.3,38.2,17.0,992.7,32.98444444444445,2024,10,3,277,12.900000000000002,0,Post-Monsoon,0,Low
Punjab,2024-10-03,26.7,1.0,69.3,21.5,32.9,13.2,994.1,26.7,2024,10,3,277,11.399999999999999,1,Post-Monsoon,0,Low
Rajasthan,2024-10-03,29.0,1.5,25.6,15.8,42.6,6.2,973.3,29.0,2024,10,3,277,26.8,0,Post-Monsoon,0,Low
Sikkim,2024-10-03,7.8,0.0,81.1,1.4,16.7,20.0,850.0,7.8,2024,10,3,277,15.299999999999999,0,Post-Monsoon,0,Low
Tamil Nadu,2024-10-03,33.2,0.0,98.0,30.4,36.6,26.1,988.8,38.25333333333333,2024,10,3,277,6.200000000000003,0,Post-Monsoon,0,Low
Telangana,2024-10-03,26.9,0.3,49.3,20.0,35.8,7.2,959.8,26.9,2024,10,3,277,15.799999999999997,1,Post-Monsoon,0,Low
Tripura,2024-10-03,23.2,1.5,71.5,15.6,28.2,10.2,1005.5,23.2,2024,10,3,277,12.6,0,Post-Monsoon,0,Normal
Uttar Pradesh,2024-10-03,31.8,0.0,59.9,22.0,39.4,4.7,998.3,36.7,2024,10,3,277,17.4,0,Post-Monsoon,0,Low
Uttarakhand,2024-10-03,9.8,0.7,68.9,1.8,17.4,23.3,861.3,9.8,2024,10,3,277,15.599999999999998,0,Post-Monsoon,0,Low
West Bengal,2024-10-03,30.4,0.1,85.4,22.5,38.9,25.5,1010.1,33.07333333333333,2024,10,3,277,16.4,0,Post-Monsoon,0,Normal
Andaman and Nicobar Islands,2024-10-03,22.2,0.5,98.0,17.5,27.1,27.8,1008.5,22.2,2024,10,3,277,9.600000000000001,0,Post-Monsoon,0,Normal
Chandigarh,2024-10-03,24.5,1.3,55.2,22.6,27.2,3.9,964.1,24.5,2024,10,3,277,4.599999999999998,1,Post-Monsoon,0,Low
Dadra and Nagar Haveli and Daman and Diu,2024-10-03,31.4,0.0,98.0,27.3,35.2,16.2,1010.9,37.173333333333325,2024,10,3,277,7.900000000000002,0,Post-Monsoon,0,Normal
Delhi,2024-10-03,31.8,2.1,67.1,29.7,33.8,8.2,992.7,31.8,2024,10,3,277,4.099999999999998,0,Post-Monsoon,0,Low
Jammu and Kashmir,2024-10-03,0.9,0.0,73.5,-8.6,13.1,22.6,850.0,0.9,2024,10,3,277,21.7,0,Post-Monsoon,0,Low
Ladakh,2024-10-03,-10.8,0.0,28.2,-19.6,-4.6,15.6,850.0,-10.8,2024,10,3,277,15.000000000000002,0,Post-Monsoon,0,Low
Lakshadweep,2024-10-03,28.1,0.0,98.0,25.7,29.3,8.8,1011.6,36.3,2024,10,3,277,3.6000000000000014,0,Post-Monsoon,0,Normal
Puducherry,2024-10-03,27.4,0.0,98.0,25.7,28.5,27.1,1003.6,33.9,2024,10,3,277,2.8000000000000007,0,Post-Monsoon,0,Normal
Andhra Pradesh,2024-10-04,31.1,2.8,77.0,26.4,37.5,13.9,1004.3,31.160000000000007,2024,10,4,278,11.100000000000001,0,Post-Monsoon,0,Normal
Arunachal Pradesh,2024-10-04,5.8,0.0,79.2,0.9,12.2,18.7,850.0,5.8,2024,10,4,278,11.299999999999999,0,Post-Monsoon,0,Low
Assam,2024-10-04,22.3,0.4,88.3,15.5,26.8,0.0,1006.2,22.3,2024,10,4,278,11.3,0,Post-Monsoon,0,Normal
Bihar,2024-10-04,31.5,0.0,75.4,23.9,38.4,11.8,994.3,31.5,2024,10,4,278,14.5,0,Post-Monsoon,0,Low
Chhattisgarh,2024-10-04,31.3,0.0,71.6,26.2,35.1,5.3,975.5,31.3,2024,10,4,278,8.900000000000002,0,Post-Monsoon,0,Low
Goa,2024-10-04,24.4,0.0,98.0,22.8,27.1,14.1,1005.0,24.4,2024,10,4,278,4.300000000000001,0,Post-Monsoon,0,Normal
Gujarat,2024-10-04,30.0,0.2,29.1,18.3,46.4,10.4,991.8,30.0,2024,10,4,278,28.099999999999998,0,Post-Monsoon,0,Low
Haryana,2024-10-04,32.2,0.0,59.5,27.9,39.9,14.7,982.0,32.2,2024,10,4,278,12.0,0,Post-Monsoon,0,Low
Himachal Pradesh,2024-10-04,2.5,0.2,98.0,-4.7,9.5,15.2,850.0,2.5,2024,10,4,278,14.2,0,Post-Monsoon,0,Low
Jharkhand,2024-10-04,30.4,0.1,80.9,26.2,36.6,10.0,971.4,31.82333333333333,2024,10,4,278,10.400000000000002,0,Post-Monsoon,0,Low
Karnataka,2024-10-04,22.7,2.9,84.3,17.2,30.1,6.7,922.9,22.7,2024,10,4,278,12.900000000000002,0,Post-Monsoon,0,Low
Kerala,2024-10-04,34.1,0.0,98.0,30.5,38.3,10.9,1014.0,38.79333333333333,2024,10,4,278,7.799999999999997,0,Post-Monsoon,0,Normal
Madhya Pradesh,2024-10-04,28.9,0.2,65.4,19.1,34.9,5.4,957.9,31.7,2024,10,4,278,15.799999999999997,0,Post-Monsoon,0,Low
Maharashtra,2024-10-04,22.9,1.5,51.6,16.1,32.7,16.9,941.3,22.9,2024,10,4,278,16.6,1,Post-Monsoon,0,Low
Manipur,2024-10-04,18.6,0.7,76.3,14.9,24.4,0.3,916.6,18.6,2024,10,4,278,9.499999999999998,0,Post-Monsoon,0,Low
Meghalaya,2024-10-04,11.1,0.0,93.1,3.3,18.4,6.1,869.3,11.1,2024,10,4,278,15.099999999999998,0,Post-Monsoon,0,Low
Mizoram,2024-10-04,17.5,0.2,91.3,9.4,26.0,11.3,881.8,17.5,2024,10,4,278,16.6,0,Post-Monsoon,0,Low
Nagaland,2024-10-04,20.8,0.0,83.4,14.1,23.7,6.5,871.1,20.8,2024,10,4,278,9.6,0,Post-Monsoon,0,Low
Odisha,2024-10-04,33.5,0.0,75.2,28.7,38.6,23.8,997.8,33.5,2024,10,4,278,9.900000000000002,0,Post-Monsoon,0,Low
Punjab,2024-10-04,28.4,10.8,57.5,19.8,34.8,10.4,985.2,29.7,2024,10,4,278,14.999999999999996,0,Post-Monsoon,0,Low
Rajasthan,2024-10-04,34.2,1.4,15.0,23.5,43.6,2.1,989.5,34.2,2024,10,4,278,20.1,0,Post-Monsoon,0,Low
Sikkim,2024-10-04,6.7,4.7,79.3,-2.8,14.6,17.5,850.0,6.7,2024,10,4,278,17.4,0,Post-Monsoon,0,Low
Tamil Nadu,2024-10-04,28.9,0.0,98.0,25.3,35.9,28.0,1009.5,39.1,2024,10,4,278,10.599999999999998,0,Post-Monsoon,0,Normal
Telangana,2024-10-04,29.4,0.0,53.4,23.2,37.3,7.0,952.5,30.6,2024,10,4,278,14.099999999999998,0,Post-Monsoon,0,Low
Tripura,2024-10-04,27.7,1.4,86.1,21.5,31.3,8.3,1002.2,32.3,2024,10,4,278,9.8,0,Post-Monsoon,0,Normal
Uttar Pradesh,2024-10-04,33.0,0.0,58.6,25.6,42.5,9.6,993.6,33.0,2024,10,4,278,16.9,0,Post-Monsoon,0,Low
Uttarakhand,2024-10-04,10.9,0.0,77.8,2.7,16.4,21.6,857.8,10.9,2024,10,4,278,13.7,0,Post-Monsoon,0,Low
West Bengal,2024-10-04,30.5,0.9,93.2,21.6,37.8,23.4,1010.4,35.300000000000004,2024,10,4,278,16.199999999999996,0,Post-Monsoon,0,Normal
Andaman and Nicobar Islands,2024-10-04,23.4,0.6,98.0,19.0,26.4,35.7,997.4,23.4,2024,10,4,278,7.399999999999999,0,Post-Monsoon,1,Low
Chandigarh,2024-10-04,32.3,9.9,55.4,25.1,38.1,11.7,976.8,36.4,2024,10,4,278,13.0,0,Post-Monsoon,0,Low
Dadra and Nagar Haveli and Daman and Diu,2024-10-04,28.3,0.0,98.0,25.7,31.9,16.9,1008.7,37.0,2024,10,4,278,6.199999999999999,0,Post-Monsoon,0,Normal
Delhi,2024-10-04,33.7,0.0,46.4,27.1,42.1,10.4,997.5,36.7,2024,10,4,278,15.0,0,Post-Monsoon,0,Low
Jammu and Kashmir,2024-10-04,6.4,0.0,79.7,1.6,11.0,19.2,850.0,6.4,2024,10,4,278,9.4,0,Post-Monsoon,0,Low
Ladakh,2024-10-04,-11.4,0.3,31.6,-19.1,-2.3,8.6,850.0,-11.4,2024,10,4,278,16.8,0,Post-Monsoon,0,Low
Lakshadweep,2024-10-04,22.7,0.0,98.0,18.3,26.0,22.6,1011.0,22.7,2024,10,4,278,7.699999999999999,0,Post-Monsoon,0,Normal
Puducherry,2024-10-04,30.7,0.6,98.0,24.0,33.8,22.3,1010.1,36.75333333333333,2024,10,4,278,9.799999999999997,0,Post-Monsoon,0,Normal
Andhra Pradesh,2024-10-05,31.2,1.8,81.4,27.9,38.6,15.4,999.1,32.44222222222223,2024,10,5,279,10.700000000000003,0,Post-Monsoon,0,Low
Arunachal Pradesh,2024-10-05,-2.0,0.9,84.4,-11.3,9.7,21.3,850.0,-2.0,2024,10,5,279,21.0,0,Post-Monsoon,0,Low
Assam,2024-10-05,27.2,1.9,78.0,22.4,31.7,4.0,992.4,29.9,2024,10,5,279,9.3,0,Post-Monsoon,0,Low
Bihar,2024-10-05,27.4,0.0,90.6,21.5,37.1,7.3,1006.7,32.4,2024,10,5,279,15.600000000000001,0,Post-Monsoon,0,Normal
Chhattisgarh,2024-10-05,30.3,0.0,73.3,25.8,36.5,8.9,981.8,30.3,2024,10,5,279,10.7,0,Post-Monsoon,0,Low
Goa,2024-10-05,30.8,0.0,98.0,25.3,36.7,18.9,1009.0,36.81333333333333,2024,10,5,279,11.400000000000002,0,Post-Monsoon,0,Normal
Gujarat,2024-10-05,34.4,0.0,15.0,24.9,45.5,6.5,998.4,34.4,2024,10,5,279,20.6,0,Post-Monsoon,0,Low
Haryana,2024-10-05,31.9,0.5,58.4,26.7,39.3,1.4,990.0,36.4,2024,10,5,279,12.599999999999998,0,Post-Monsoon,0,Low
Himachal Pradesh,2024-10-05,2.7,7.2,79.1,-1.6,8.5,17.0,850.0,2.7,2024,10,5,279,10.1,0,Post-Monsoon,0,Low
Jharkhand,2024-10-05,26.0,7.7,82.7,21.7,28.7,11.0,983.1,26.0,2024,10,5,279,7.0,0,Post-Monsoon,0,Low
Karnataka,2024-10-05,19.7,1.8,69.0,15.5,19.7,10.5,925.2,19.8,2024,10,5,279,4.199999999999999,1,Post-Monsoon,0,Low
Kerala,2024-10-05,26.8,0.0,98.0,25.5,27.4,14.5,1004.9,26.8,2024,10,5,279,1.8999999999999986,0,Post-Monsoon,0,Normal
Madhya Pradesh,2024-10-05,26.2,11.3,71.9,25.4,31.9,6.6,946.4,26.2,2024,10,5,279,6.5,0,Post-Monsoon,0,Low
Maharashtra,2024-10-05,22.3,0.0,68.2,18.9,28.8,8.4,943.8,22.3,2024,10,5,279,9.900000000000002,1,Post-Monsoon,0,Low
Manipur,2024-10-05,19.9,0.7,89.3,15.4,22.4,12.7,917.4,19.9,2024,10,5,279,6.999999999999998,0,Post-Monsoon,0,Low
Meghalaya,2024-10-05,17.7,0.7,81.1,8.8,27.7,17.2,858.0,17.7,2024,10,5,279,18.9,0,Post-Monsoon,0,Low
Mizoram,2024-10-05,20.8,0.0,84.8,12.9,30.3,10.4,884.7,20.8,2024,10,5,279,17.4,0,Post-Monsoon,0,Low
Nagaland,2024-10-05,15.0,0.1,91.4,8.5,17.7,16.9,867.5,15.0,2024,10,5,279,9.2,0,Post-Monsoon,0,Low
Odisha,2024-10-05,28.8,0.8,85.8,20.8,38.6,23.8,1006.4,35.5,2024,10,5,279,17.8,0,Post-Monsoon,0,Normal
Punjab,2024-10-05,28.5,0.0,74.1,20.0,36.9,10.8,978.9,32.4,2024,10,5,279,16.9,0,Post-Monsoon,0,Low
Rajasthan,2024-10-05,33.5,3.9,20.9,24.5,43.6,12.0,968.1,33.5,2024,10,5,279,19.1,0,Post-Monsoon,0,Low
Sikkim,2024-10-05,6.7,0.5,88.6,2.3,12.3,18.1,850.0,6.7,2024,10,5,279,10.0,0,Post-Monsoon,0,Low
Tamil Nadu,2024-10-05,29.6,0.0,98.0,24.8,34.6,26.9,1004.8,36.093333333333334,2024,10,5,279,9.8,0,Post-Monsoon,0,Normal
Telangana,2024-10-05,33.5,0.0,38.8,28.5,40.2,14.3,957.3,33.5,2024,10,5,279,11.700000000000003,0,Post-Monsoon,0,Low
Tripura,2024-10-05,26.4,0.0,77.8,17.4,33.5,9.4,989.6,26.4,2024,10,5,279,16.1,0,Post-Monsoon,0,Low
Uttar Pradesh,2024-10-05,29.9,0.0,68.6,24.7,34.4,4.7,997.7,34.5,2024,10,5,279,9.7,0,Post-Monsoon,0,Low
Uttarakhand,2024-10-05,14.1,0.0,77.2,3.8,25.4,18.5,853.7,14.1,2024,10,5,279,21.599999999999998,0,Post-Monsoon,0,Low
West Bengal,2024-10-05,25.3,1.5,89.6,22.6,27.9,19.2,1015.1,25.3,2024,10,5,279,5.299999999999997,0,Post-Monsoon,0,Normal
Andaman and Nicobar Islands,2024-10-05,20.2,0.0,98.0,14.5,26.2,35.5,1008.8,20.2,2024,10,5,279,11.7,0,Post-Monsoon,1,Normal
Chandigarh,2024-10-05,26.7,0.0,57.9,16.4,36.5,4.8,972.1,26.7,2024,10,5,279,20.1,1,Post-Monsoon,0,Low
Dadra and Nagar Haveli and Daman and Diu,2024-10-05,33.2,0.6,98.0,29.1,36.8,12.9,1014.8,38.25333333333333,2024,10,5,279,7.699999999999996,0,Post-Monsoon,0,Normal
Delhi,2024-10-05,32.8,0.3,37.5,23.1,39.5,0.0,979.3,32.8,2024,10,5,279,16.4,0,Post-Monsoon,0,Low
Jammu and Kashmir,2024-10-05,-6.5,0.0,86.8,-14.0,-0.2,17.6,850.0,-6.5,2024,10,5,279,13.8,0,Post-Monsoon,0,Low
Ladakh,2024-10-05,-11.5,0.7,32.2,-23.2,1.0,20.0,850.0,-11.5,2024,10,5,279,24.2,0,Post-Monsoon,0,Low
Lakshadweep,2024-10-05,28.4,0.0,98.0,25.6,33.3,22.3,1009.8,37.2,2024,10,5,279,7.699999999999996,0,Post-Monsoon,0,Normal
Puducherry,2024-10-05,31.1,1.1,98.0,26.4,36.8,24.6,1013.8,36.99333333333334,2024,10,5,279,10.399999999999999,0,Post-Monsoon,0,Normal
Andhra Pradesh,2024-10-06,28.5,0.0,80.4,22.7,30.1,18.7,1007.7,33.4,2024,10,6,280,7.400000000000002,0,Post-Monsoon,0,Normal
Arunachal Pradesh,2024-10-06,3.8,0.2,63.0,0.5,7.8,21.4,850.0,3.8,2024,10,6,280,7.3,0,Post-Monsoon,0,Low
Assam,2024-10-06,32.5,0.0,79.6,23.5,38.9,7.1,998.3,32.722222222222214,2024,10,6,280,15.399999999999999,0,Post-Monsoon,0,Low
Bihar,2024-10-06,29.8,0.0,73.1,22.9,35.3,5.8,1004.9,29.8,2024,10,6,280,12.399999999999999,0,Post-Monsoon,0,Normal
Chhattisgarh,2024-10-06,26.5,0.0,77.2,22.5,33.5,10.3,974.2,26.5,2024,10,6,280,11.0,0,Post-Monsoon,0,Low
Goa,2024-10-06,28.7,1.1,98.0,24.3,29.5,12.9,1010.9,38.4,2024,10,6,280,5.199999999999999,0,Post-Monsoon,0,Normal
Gujarat,2024-10-06,33.4,0.0,27.9,25.6,40.0,13.2,1004.4,33.4,2024,10,6,280,14.399999999999999,0,Post-Monsoon,0,Normal
Haryana,2024-10-06,22.5,0.0,51.9,14.9,29.7,6.7,977.1,22.5,2024,10,6,280,14.799999999999999,1,Post-Monsoon,0,Low
Himachal Pradesh,2024-10-06,0.2,0.0,89.6,-5.6,4.0,24.6,850.0,0.2,2024,10,6,280,9.6,0,Post-Monsoon,0,Low
Jharkhand,2024-10-06,28.1,1.8,82.8,21.4,34.1,9.9,976.2,32.7,2024,10,6,280,12.700000000000003,0,Post-Monsoon,0,Low
Karnataka,2024-10-06,23.0,0.0,77.4,17.5,27.8,16.6,927.3,23.0,2024,10,6,280,10.3,0,Post-Monsoon,0,Low
Kerala,2024-10-06,25.1,0.2,98.0,23.0,29.1,16.4,1007.3,25.1,2024,10,6,280,6.100000000000001,0,Post-Monsoon,0,Normal
Madhya Pradesh,2024-10-06,28.7,0.0,61.6,22.4,32.5,9.4,955.7,30.8,2024,10,6,280,10.100000000000001,0,Post-Monsoon,0,Low
Maharashtra,2024-10-06,20.9,1.4,68.7,19.4,26.5,10.2,947.1,20.9,2024,10,6,280,7.100000000000001,1,Post-Monsoon,0,Low
Manipur,2024-10-06,14.7,0.2,94.1,11.2,20.0,5.1,911.2,14.7,2024,10,6,280,8.8,0,Post-Monsoon,0,Low
Meghalaya,2024-10-06,13.6,0.7,96.0,9.1,17.8,3.7,876.4,13.6,2024,10,6,280,8.700000000000001,0,Post-Monsoon,0,Low
Mizoram,2024-10-06,18.8,0.1,91.3,11.4,25.8,4.3,903.9,18.8,2024,10,6,280,14.4,0,Post-Monsoon,0,Low
Nagaland,2024-10-06,17.4,0.0,87.7,11.3,27.8,2.0,877.5,17.4,2024,10,6,280,16.5,0,Post-Monsoon,0,Low
Odisha,2024-10-06,27.5,0.0,89.9,18.5,35.0,14.4,1006.6,32.5,2024,10,6,280,16.5,0,Post-Monsoon,0,Normal
Punjab,2024-10-06,28.2,0.0,59.4,20.5,36.6,14.2,983.3,29.7,2024,10,6,280,16.1,0,Post-Monsoon,0,Low
Rajasthan,2024-10-06,30.8,0.0,16.3,23.7,35.8,10.8,985.1,30.8,2024,10,6,280,12.099999999999998,0,Post-Monsoon,0,Low
Sikkim,2024-10-06,3.6,2.0,87.8,-0.9,8.5,18.0,850.0,3.6,2024,10,6,280,9.4,0,Post-Monsoon,0,Low
Tamil Nadu,2024-10-06,31.9,8.7,98.0,31.1,35.5,16.0,990.8,37.47333333333333,2024,10,6,280,4.399999999999999,0,Post-Monsoon,0,Low
Telangana,2024-10-06,31.8,1.3,51.8,27.4,37.2,10.9,953.2,34.5,2024,10,6,280,9.800000000000004,0,Post-Monsoon,0,Low
Tripura,2024-10-06,30.8,0.9,74.2,26.3,38.2,9.5,1008.0,30.8,2024,10,6,280,11.900000000000002,0,Post-Monsoon,0,Normal
Uttar Pradesh,2024-10-06,24.0,0.1,73.2,20.2,27.5,15.8,991.2,24.0,2024,10,6,280,7.300000000000001,0,Post-Monsoon,0,Low
Uttarakhand,2024-10-06,12.1,0.3,71.4,5.0,19.6,26.4,854.6,12.1,2024,10,6,280,14.600000000000001,0,Post-Monsoon,0,Low
