Region,Date,Temperature_C,Precipitation_mm,Humidity_percent,Min_Temperature_C,Max_Temperature_C,Wind_Speed_kmh,Atmospheric_Pressure_hPa,Heat_Index_C
Meghalaya,2024-10-14,17.9,0.9,94.0,15.1,19.5,8.1,867.6,17.9
Mizoram,2024-10-14,16.9,0.0,96.5,13.0,19.5,14.5,886.3,16.9
Nagaland,2024-10-14,18.1,0.9,76.3,14.0,22.4,14.3,864.7,18.1
Odisha,2024-10-14,26.3,0.4,76.2,20.2,34.7,8.6,990.0,26.3
Punjab,2024-10-14,25.2,0.0,57.2,19.0,33.8,7.2,984.4,25.2
Rajasthan,2024-10-14,30.3,0.0,25.2,17.7,46.6,7.7,988.3,30.3
Sikkim,2024-10-14,6.1,18.1,77.4,-4.6,15.1,23.8,764.1,6.1
Tamil Nadu,2024-10-14,27.4,12.9,98.0,23.4,34.8,23.4,992.7,33.9
Telangana,2024-10-14,31.2,0.0,48.7,30.1,34.0,5.2,949.7,32.7
Tripura,2024-10-14,26.5,0.9,67.6,19.6,31.9,12.3,997.3,26.5
Uttar Pradesh,2024-10-14,25.7,0.0,67.4,16.0,34.5,3.1,1005.4,25.7
Uttarakhand,2024-10-14,9.7,0.2,68.9,0.9,20.1,18.3,871.1,9.7
West Bengal,2024-10-14,30.0,0.6,98.0,25.1,34.3,14.9,1016.6,43.8
Andaman and Nicobar Islands,2024-10-14,26.3,0.0,98.0,20.8,28.3,28.8,1003.4,26.3
Chandigarh,2024-10-14,28.2,0.0,66.4,20.2,38.6,9.1,962.2,30.6
Dadra and Nagar Haveli and Daman and Diu,2024-10-14,26.3,0.5,98.0,22.9,29.4,6.0,1011.0,26.3
Delhi,2024-10-14,24.7,0.0,39.5,24.1,29.5,9.0,988.1,24.7
Jammu and Kashmir,2024-10-14,4.9,0.1,89.2,-3.3,11.6,22.5,813.8,4.9
Ladakh,2024-10-14,-13.7,0.0,37.1,-23.1,0.0,17.0,590.2,-13.7
Lakshadweep,2024-10-14,24.5,0.0,98.0,19.2,28.7,12.4,1016.2,24.5
Puducherry,2024-10-14,31.3,1.0,98.0,27.5,35.3,59.4,1024.5,49.8
Andhra Pradesh,2024-10-15,25.9,0.0,82.9,17.7,35.9,14.9,993.5,25.9
Arunachal Pradesh,2024-10-15,2.1,0.8,98.0,-3.6,6.2,15.9,761.9,2.1
Assam,2024-10-15,28.6,0.0,84.9,20.4,35.8,9.4,1000.6,34.7
Bihar,2024-10-15,31.1,0.6,77.3,22.4,37.9,14.1,995.0,40.2
Chhattisgarh,2024-10-15,28.0,0.0,75.6,19.5,35.3,12.8,979.8,31.5
Goa,2024-10-15,31.5,0.6,98.0,27.1,37.7,13.1,1008.8,50.4
Gujarat,2024-10-15,26.8,0.0,18.6,14.7,42.3,8.8,1005.4,26.8
Haryana,2024-10-15,30.8,18.2,57.6,26.4,33.0,0.3,969.1,33.8
Himachal Pradesh,2024-10-15,-5.0,1.0,74.0,-13.7,3.3,23.1,743.6,-5.0
Jharkhand,2024-10-15,32.5,0.0,82.3,29.6,34.6,6.0,986.4,47.4
Karnataka,2024-10-15,17.9,1.4,84.2,12.2,22.9,10.4,914.0,17.9
Kerala,2024-10-15,26.4,34.0,98.0,21.6,31.3,17.9,998.1,26.4
Madhya Pradesh,2024-10-15,23.2,0.0,79.5,15.5,30.7,6.6,945.9,23.2
Maharashtra,2024-10-15,22.3,1.0,68.1,18.4,23.7,11.3,933.4,22.3
Manipur,2024-10-15,20.3,0.9,91.9,14.4,24.9,12.8,908.9,20.3
Meghalaya,2024-10-15,14.4,0.7,91.9,8.5,20.5,7.3,869.3,14.4
Mizoram,2024-10-15,12.8,0.0,89.0,8.7,20.4,6.3,892.6,12.8
Nagaland,2024-10-15,8.0,0.0,89.4,2.5,13.6,5.8,862.0,8.0
Odisha,2024-10-15,28.2,0.0,80.0,23.0,35.5,15.5,1001.5,32.7
Punjab,2024-10-15,25.5,0.6,65.6,21.5,34.3,7.2,985.6,25.5
Rajasthan,2024-10-15,29.7,0.9,15.9,13.6,44.4,14.2,988.6,29.7
Sikkim,2024-10-15,-0.6,0.0,76.1,-7.7,5.3,22.3,784.0,-0.6
Tamil Nadu,2024-10-15,31.1,0.2,98.0,28.7,33.6,16.6,1008.0,48.5
Telangana,2024-10-15,26.6,0.0,45.4,23.6,31.0,2.0,947.0,26.6
Tripura,2024-10-15,26.1,0.1,82.4,22.6,29.2,11.1,1007.2,26.1
Uttar Pradesh,2024-10-15,25.5,0.7,72.4,20.2,29.2,9.2,989.4,25.5
Uttarakhand,2024-10-15,6.6,0.0,84.2,-3.4,14.9,15.1,860.1,6.6
West Bengal,2024-10-15,23.2,0.7,89.6,19.4,30.3,16.3,1021.7,23.2
Andaman and Nicobar Islands,2024-10-15,24.1,0.8,98.0,19.4,26.8,29.8,1003.3,24.1
Chandigarh,2024-10-15,22.4,1.5,71.0,17.0,30.0,10.1,972.0,22.4
Dadra and Nagar Haveli and Daman and Diu,2024-10-15,32.7,2.2,98.0,28.6,36.1,15.1,1019.2,56.8
Delhi,2024-10-15,28.5,16.8,50.9,20.1,33.3,8.4,977.2,29.1
Jammu and Kashmir,2024-10-15,1.8,0.0,94.2,-6.3,11.0,21.6,802.0,1.8
Ladakh,2024-10-15,-8.6,0.0,32.2,-23.3,4.4,12.7,589.2,-8.6
Lakshadweep,2024-10-15,25.6,0.0,98.0,24.6,31.5,20.7,1006.2,25.6
Puducherry,2024-10-15,28.6,0.0,98.0,26.7,35.1,16.9,992.5,38.1
Andhra Pradesh,2024-10-16,33.5,0.0,83.5,31.0,34.5,5.0,1002.4,52.1
Arunachal Pradesh,2024-10-16,0.1,0.2,68.8,-4.3,3.5,20.6,765.2,0.1
Assam,2024-10-16,31.1,0.2,65.4,21.2,41.1,6.6,1001.4,36.4
Bihar,2024-10-16,29.9,3.8,81.4,27.0,33.2,9.5,1002.5,37.6
Chhattisgarh,2024-10-16,26.9,0.2,73.4,16.6,36.8,9.1,979.9,26.9
Goa,2024-10-16,33.3,1.2,98.0,27.2,37.9,18.2,1005.6,60.1
Gujarat,2024-10-16,27.4,0.0,30.4,16.6,35.0,7.8,1001.4,27.4
Haryana,2024-10-16,27.8,0.0,53.2,19.5,35.1,8.1,980.1,28.5
Himachal Pradesh,2024-10-16,0.4,0.0,75.2,-6.7,4.1,24.5,750.8,0.4
Jharkhand,2024-10-16,27.6,0.4,70.6,23.9,31.9,3.0,979.4,29.9
Karnataka,2024-10-16,14.7,0.0,78.4,8.9,21.3,16.1,920.4,14.7
Kerala,2024-10-16,33.0,0.0,98.0,23.7,37.6,14.8,1011.4,58.3
Madhya Pradesh,2024-10-16,21.6,0.7,66.9,20.2,23.7,10.4,950.8,21.6
Maharashtra,2024-10-16,24.0,0.0,54.7,18.5,31.6,15.4,944.3,24.0
Manipur,2024-10-16,19.7,0.0,76.4,8.4,24.4,4.0,914.7,19.7
Meghalaya,2024-10-16,7.4,0.0,84.1,4.1,11.5,13.5,873.0,7.4
Mizoram,2024-10-16,16.1,2.4,81.1,9.1,22.7,11.8,897.5,16.1
Nagaland,2024-10-16,12.4,1.5,93.7,9.6,15.0,12.2,862.7,12.4
Odisha,2024-10-16,30.4,1.0,77.5,27.0,39.0,8.2,1009.8,38.2
Punjab,2024-10-16,28.3,0.0,51.6,21.7,33.1,10.7,987.9,28.9
Rajasthan,2024-10-16,31.4,0.4,15.0,19.0,42.9,13.2,978.0,31.4
Sikkim,2024-10-16,-0.2,0.0,82.1,-8.1,7.3,26.4,783.1,-0.2
Tamil Nadu,2024-10-16,35.9,0.7,97.5,33.0,42.2,19.9,1003.5,75.3
Telangana,2024-10-16,28.0,0.0,59.0,21.9,30.6,9.5,962.4,29.4
Tripura,2024-10-16,31.3,0.1,76.8,25.3,37.9,11.6,988.8,40.8
Uttar Pradesh,2024-10-16,27.3,0.3,59.8,21.0,34.8,2.8,987.4,28.5
Uttarakhand,2024-10-16,8.5,0.0,78.2,6.4,12.9,21.9,873.9,8.5
West Bengal,2024-10-16,26.9,0.2,98.0,19.8,34.5,22.5,1011.9,26.9
Andaman and Nicobar Islands,2024-10-16,20.4,0.9,98.0,16.8,20.9,25.4,1004.9,20.4
Chandigarh,2024-10-16,27.5,0.0,75.2,19.7,36.6,7.9,974.8,30.2
Dadra and Nagar Haveli and Daman and Diu,2024-10-16,34.4,0.0,94.0,31.6,37.1,12.5,1000.5,63.7
Delhi,2024-10-16,23.2,1.4,56.1,18.5,29.0,0.0,985.3,23.2
Jammu and Kashmir,2024-10-16,5.3,0.3,77.2,-2.7,11.7,25.0,813.5,5.3
Ladakh,2024-10-16,-10.0,0.6,15.0,-27.8,5.7,13.1,597.9,-10.0
Lakshadweep,2024-10-16,25.5,0.0,98.0,21.0,30.1,21.9,1014.8,25.5
Puducherry,2024-10-16,32.2,0.0,98.0,31.3,36.4,17.3,1021.1,54.3
Andhra Pradesh,2024-10-17,28.1,0.7,98.0,24.6,32.3,10.9,986.6,36.3
Arunachal Pradesh,2024-10-17,-0.0,0.5,82.5,-11.2,8.3,21.2,769.6,-0.0
Assam,2024-10-17,25.6,0.0,83.8,22.9,28.4,6.7,1003.5,25.6
Bihar,2024-10-17,25.2,1.0,78.1,19.0,33.7,8.2,1011.6,25.2
Chhattisgarh,2024-10-17,21.9,0.0,59.6,17.2,29.5,4.3,976.0,21.9
Goa,2024-10-17,32.8,28.6,97.0,28.7,37.6,12.8,999.7,56.8
Gujarat,2024-10-17,24.5,2.2,27.5,10.5,38.5,11.0,996.6,24.5
Haryana,2024-10-17,24.9,0.8,61.5,20.0,33.0,3.0,978.0,24.9
Himachal Pradesh,2024-10-17,-4.4,0.0,95.7,-9.7,3.5,22.2,748.2,-4.4
Jharkhand,2024-10-17,24.8,0.0,77.0,19.1,28.4,2.8,978.9,24.8
Karnataka,2024-10-17,16.6,1.4,69.7,6.8,25.4,15.7,923.0,16.6
Kerala,2024-10-17,24.8,0.5,98.0,21.3,26.7,13.4,1011.0,24.8
Madhya Pradesh,2024-10-17,25.2,0.3,83.1,18.2,31.9,2.6,939.3,25.2
Maharashtra,2024-10-17,23.4,37.6,62.3,15.0,29.9,13.6,935.0,23.4
Manipur,2024-10-17,17.3,1.2,84.9,13.5,21.3,8.3,907.4,17.3
Meghalaya,2024-10-17,9.4,1.1,79.3,1.7,14.3,13.5,865.3,9.4
Mizoram,2024-10-17,13.1,0.5,84.9,7.9,17.4,10.6,886.4,13.1
Nagaland,2024-10-17,11.3,1.5,88.2,7.2,16.4,10.1,872.8,11.3
Odisha,2024-10-17,30.0,1.5,74.7,21.1,37.5,14.9,997.4,36.2
Punjab,2024-10-17,27.5,0.9,68.7,22.3,31.7,14.9,985.4,29.5
Rajasthan,2024-10-17,26.1,0.6,39.9,15.7,38.7,10.2,979.5,26.1
Sikkim,2024-10-17,-0.9,0.0,82.4,-7.3,1.2,22.2,792.4,-0.9
Tamil Nadu,2024-10-17,27.2,0.4,98.0,23.0,31.1,27.7,1005.1,33.1
Telangana,2024-10-17,22.4,0.0,67.7,17.2,29.4,11.0,956.8,22.4
Tripura,2024-10-17,24.2,0.0,82.8,20.8,30.6,5.2,997.2,24.2
Uttar Pradesh,2024-10-17,27.0,0.0,66.8,24.2,32.7,1.9,1000.7,27.0
Uttarakhand,2024-10-17,6.3,23.1,76.4,3.5,8.9,19.3,839.6,6.3
West Bengal,2024-10-17,32.3,0.7,77.8,27.9,33.1,18.6,1020.3,44.4
Andaman and Nicobar Islands,2024-10-17,27.0,1.8,98.0,24.8,31.6,40.6,1005.9,27.0
Chandigarh,2024-10-17,23.7,0.2,71.3,18.9,26.8,0.2,957.8,23.7
Dadra and Nagar Haveli and Daman and Diu,2024-10-17,26.5,0.3,98.0,22.2,29.1,15.5,1014.4,26.5
Delhi,2024-10-17,27.0,0.4,39.4,18.0,33.4,13.4,994.2,27.0
Jammu and Kashmir,2024-10-17,5.1,0.3,65.1,-5.9,17.9,26.1,816.1,5.1
Ladakh,2024-10-17,-12.6,0.9,37.2,-18.9,-4.6,13.4,595.4,-12.6
Lakshadweep,2024-10-17,26.5,0.6,98.0,22.2,30.8,26.1,1016.6,26.5
Puducherry,2024-10-17,28.7,0.7,96.1,26.3,31.5,20.5,1016.0,38.0
Andhra Pradesh,2024-10-18,28.4,0.9,74.6,18.4,35.1,8.2,1010.6,32.1
Arunachal Pradesh,2024-10-18,-4.2,0.0,92.1,-10.8,1.9,20.2,752.1,-4.2
Assam,2024-10-18,26.2,0.0,84.1,19.1,35.1,14.3,1006.6,26.2
Bihar,2024-10-18,34.1,0.1,76.0,29.1,41.4,6.0,1006.2,50.2
Chhattisgarh,2024-10-18,25.4,3.7,87.7,18.5,32.5,9.0,975.4,25.4
Goa,2024-10-18,28.9,5.8,91.4,23.6,33.2,6.4,1018.4,37.4
Gujarat,2024-10-18,30.9,0.9,25.0,23.5,39.8,11.8,997.1,30.9
Haryana,2024-10-18,30.8,0.0,42.6,21.1,39.5,14.1,980.2,31.1
Himachal Pradesh,2024-10-18,-5.5,0.0,80.1,-6.9,0.7,16.5,741.9,-5.5
Jharkhand,2024-10-18,25.6,0.0,86.0,21.9,26.8,5.0,982.6,25.6
Karnataka,2024-10-18,21.7,0.0,81.5,15.1,30.7,18.2,908.9,21.7
Kerala,2024-10-18,30.3,1.4,98.0,29.6,34.0,9.2,1001.9,45.1
Madhya Pradesh,2024-10-18,24.0,0.0,65.4,23.6,23.9,8.2,967.5,24.0
Maharashtra,2024-10-18,17.7,0.0,61.0,11.8,25.1,7.4,941.4,17.7
Manipur,2024-10-18,18.0,6.5,87.1,12.1,23.4,14.0,913.8,18.0
Meghalaya,2024-10-18,14.4,2.6,98.0,10.6,21.4,5.9,870.0,14.4
Mizoram,2024-10-18,19.7,0.0,93.2,17.1,24.3,9.7,885.8,19.7
Nagaland,2024-10-18,16.5,1.4,90.0,12.2,19.4,6.1,864.9,16.5
Odisha,2024-10-18,23.6,1.3,90.5,17.4,31.3,14.3,1001.2,23.6
Punjab,2024-10-18,28.0,0.2,59.1,25.2,31.4,11.6,972.8,29.3
Rajasthan,2024-10-18,29.5,0.0,20.2,23.6,39.1,16.6,982.5,29.5
Sikkim,2024-10-18,-0.2,0.0,89.4,-9.7,8.0,23.2,780.4,-0.2
Tamil Nadu,2024-10-18,28.7,12.9,98.0,23.9,34.5,21.0,981.6,38.6
Telangana,2024-10-18,25.2,2.7,60.4,15.0,35.7,13.0,956.8,25.2
Tripura,2024-10-18,22.2,1.2,90.0,15.3,26.4,3.6,1004.1,22.2
Uttar Pradesh,2024-10-18,27.7,0.0,52.5,23.0,31.1,3.6,995.6,28.3
Uttarakhand,2024-10-18,10.2,0.0,82.5,2.6,19.0,20.9,850.1,10.2
West Bengal,2024-10-18,22.5,11.5,93.2,13.1,26.7,20.5,1006.8,22.5
Andaman and Nicobar Islands,2024-10-18,25.6,0.5,98.0,21.5,29.3,40.5,1012.2,25.6
Chandigarh,2024-10-18,25.8,0.0,69.3,20.3,30.3,8.7,963.6,25.8
Dadra and Nagar Haveli and Daman and Diu,2024-10-18,29.1,0.8,98.0,28.7,34.0,5.7,1009.6,39.8
Delhi,2024-10-18,27.7,0.0,52.3,18.9,33.9,8.2,993.0,28.3
Jammu and Kashmir,2024-10-18,-0.2,0.0,92.0,-7.9,8.0,26.5,806.9,-0.2
Ladakh,2024-10-18,-18.0,0.0,47.4,-28.6,-7.6,13.6,591.2,-18.0
Lakshadweep,2024-10-18,26.9,0.8,98.0,22.0,30.9,16.5,1007.9,26.9
Puducherry,2024-10-18,30.4,0.0,98.0,23.6,33.2,24.8,1011.6,45.3
Andhra Pradesh,2024-10-19,27.1,0.1,95.6,18.5,37.6,13.6,997.8,32.4
Arunachal Pradesh,2024-10-19,0.2,1.1,89.7,-11.2,9.8,22.4,760.3,0.2
Assam,2024-10-19,27.3,0.0,93.1,19.3,33.9,7.3,1003.5,32.5
Bihar,2024-10-19,29.5,1.5,95.4,23.6,32.3,0.9,996.2,40.7
Chhattisgarh,2024-10-19,29.6,0.4,74.0,19.4,40.2,6.6,983.0,35.0
Goa,2024-10-19,27.2,0.1,98.0,24.9,30.7,13.1,1002.6,33.3
Gujarat,2024-10-19,20.8,0.1,23.1,10.7,28.6,4.7,1002.3,20.8
Haryana,2024-10-19,29.2,0.0,60.6,17.7,38.6,6.5,979.9,31.4
Himachal Pradesh,2024-10-19,1.2,0.7,68.7,-8.8,9.5,22.0,740.6,1.2
Jharkhand,2024-10-19,26.4,0.0,92.9,20.5,29.0,5.5,978.0,26.4
Karnataka,2024-10-19,19.2,0.0,79.9,11.7,28.6,7.3,923.0,19.2
Kerala,2024-10-19,29.0,1.0,98.0,23.0,35.1,10.4,1015.6,39.5
Madhya Pradesh,2024-10-19,22.8,0.0,75.5,18.1,28.8,6.3,952.1,22.8
Maharashtra,2024-10-19,18.5,0.0,57.0,10.4,26.1,19.5,946.3,18.5
Manipur,2024-10-19,18.6,0.0,91.0,15.6,20.9,7.9,914.1,18.6
Meghalaya,2024-10-19,12.1,2.0,84.8,3.1,21.3,3.7,869.7,12.1
Mizoram,2024-10-19,11.4,0.0,98.0,5.8,17.0,3.3,894.1,11.4
Nagaland,2024-10-19,14.3,0.4,91.7,4.3,23.8,16.9,862.5,14.3
Odisha,2024-10-19,25.5,0.0,89.5,19.2,32.7,22.7,1002.6,25.5
Punjab,2024-10-19,27.5,0.0,45.3,24.8,32.4,8.7,978.9,27.6
Rajasthan,2024-10-19,26.0,0.0,24.8,17.6,33.6,11.8,980.7,26.0
Sikkim,2024-10-19,-4.0,0.4,88.5,-9.5,3.8,19.9,783.6,-4.0
Tamil Nadu,2024-10-19,28.2,12.2,93.8,25.8,32.2,23.1,1000.0,35.5
Telangana,2024-10-19,26.0,0.2,51.4,20.9,28.5,0.0,961.4,26.0
Tripura,2024-10-19,28.3,0.0,85.0,21.0,31.5,6.7,996.0,33.7
Uttar Pradesh,2024-10-19,26.9,0.5,64.1,22.2,34.6,7.2,995.8,26.9
Uttarakhand,2024-10-19,3.9,25.7,70.3,-8.4,16.5,26.0,853.9,3.9
West Bengal,2024-10-19,30.6,0.0,81.4,24.3,37.8,17.6,1011.1,40.0
Andaman and Nicobar Islands,2024-10-19,27.3,0.0,98.0,22.0,30.2,34.9,1012.2,33.3
Chandigarh,2024-10-19,25.2,0.0,71.4,19.2,32.2,4.1,966.8,25.2
Dadra and Nagar Haveli and Daman and Diu,2024-10-19,27.6,0.8,97.5,21.1,31.2,22.8,1013.2,34.3
Delhi,2024-10-19,28.8,1.3,47.5,23.7,32.7,4.3,979.9,29.2
Jammu and Kashmir,2024-10-19,-2.0,0.2,87.1,-7.7,8.4,20.9,810.1,-2.0
Ladakh,2024-10-19,-13.8,0.0,34.6,-24.6,-1.1,19.8,599.5,-13.8
Lakshadweep,2024-10-19,23.0,1.2,98.0,20.7,24.6,7.5,1014.1,23.0
Puducherry,2024-10-19,25.0,0.0,98.0,24.0,27.2,28.6,1021.3,25.0
Andhra Pradesh,2024-10-20,30.5,0.3,83.6,26.5,35.1,16.7,999.4,40.3
Arunachal Pradesh,2024-10-20,4.7,1.3,67.9,1.4,8.9,18.5,763.1,4.7
Assam,2024-10-20,32.7,2.1,83.5,26.7,38.7,6.3,1000.2,48.9
Bihar,2024-10-20,27.0,0.0,68.3,21.8,36.3,3.4,1005.8,28.8
Chhattisgarh,2024-10-20,24.3,0.0,74.7,22.1,28.0,7.3,980.8,24.3
Goa,2024-10-20,32.0,0.0,98.0,28.7,34.9,10.4,1016.5,53.1
Gujarat,2024-10-20,27.1,0.5,34.4,17.6,34.8,12.6,1002.8,27.1
Haryana,2024-10-20,23.9,1.1,49.0,18.6,29.1,12.8,986.2,23.9
Himachal Pradesh,2024-10-20,-6.3,6.4,92.1,-14.1,4.9,19.1,737.1,-6.3
Jharkhand,2024-10-20,22.2,0.0,94.7,16.2,28.2,3.9,971.5,22.2
Karnataka,2024-10-20,18.5,11.8,72.4,15.8,26.9,10.2,917.9,18.5
Kerala,2024-10-20,22.6,0.2,98.0,20.8,26.3,14.5,1005.4,22.6
Madhya Pradesh,2024-10-20,24.0,0.4,71.9,18.6,27.8,18.4,946.0,24.0
Maharashtra,2024-10-20,23.8,0.0,64.2,21.4,28.4,11.3,948.6,23.8
Manipur,2024-10-20,16.6,0.0,81.2,11.6,24.1,11.8,915.3,16.6
Meghalaya,2024-10-20,12.7,0.3,89.6,11.1,14.9,9.1,872.4,12.7
Mizoram,2024-10-20,13.7,0.8,91.9,8.0,21.1,9.7,897.9,13.7
Nagaland,2024-10-20,13.4,0.0,98.0,8.9,18.4,5.8,862.1,13.4
Odisha,2024-10-20,31.2,0.8,82.0,28.9,34.0,16.0,998.3,42.2
Punjab,2024-10-20,24.3,0.7,72.5,20.9,28.3,8.9,978.7,24.3
Rajasthan,2024-10-20,28.6,0.0,17.1,20.3,40.8,14.6,989.3,28.6
Sikkim,2024-10-20,3.9,0.6,89.5,-4.6,13.7,21.3,791.4,3.9
Tamil Nadu,2024-10-20,25.1,1.2,98.0,22.8,27.6,16.2,1005.6,25.1
Telangana,2024-10-20,29.5,10.9,45.9,20.3,41.1,5.0,957.6,29.7
Tripura,2024-10-20,28.6,0.0,91.4,22.5,35.2,5.5,999.4,36.4
Uttar Pradesh,2024-10-20,29.5,0.3,70.3,24.5,34.6,5.3,994.1,34.0
Uttarakhand,2024-10-20,5.8,10.1,88.8,-5.2,17.3,19.5,869.9,5.8
West Bengal,2024-10-20,20.8,0.1,91.1,14.5,29.0,21.0,1024.9,20.8
Andaman and Nicobar Islands,2024-10-20,26.7,12.2,98.0,24.0,30.3,33.8,1023.0,26.7
Chandigarh,2024-10-20,19.7,0.0,73.0,19.5,25.1,9.6,961.2,19.7
Dadra and Nagar Haveli and Daman and Diu,2024-10-20,31.2,0.0,93.1,28.8,33.9,20.9,1005.6,46.8
Delhi,2024-10-20,30.7,0.0,49.6,25.7,35.9,7.3,995.2,32.0
Jammu and Kashmir,2024-10-20,2.1,0.0,82.6,-1.1,9.1,20.2,815.7,2.1
Ladakh,2024-10-20,-18.3,5.3,36.2,-28.5,-5.6,4.2,588.5,-18.3
Lakshadweep,2024-10-20,30.4,0.0,98.0,28.0,38.1,25.1,1020.6,45.5
Puducherry,2024-10-20,26.6,0.3,98.0,23.1,29.2,20.7,1012.8,26.6
Andhra Pradesh,2024-10-21,25.2,0.0,79.3,21.8,29.0,24.3,990.0,25.2
Arunachal Pradesh,2024-10-21,3.1,0.0,79.1,-2.9,9.2,19.8,758.5,3.1
Assam,2024-10-21,25.4,0.0,77.7,16.6,31.4,13.3,1004.0,25.4
Bihar,2024-10-21,26.0,0.0,78.4,18.9,33.3,6.5,1014.1,26.0
Chhattisgarh,2024-10-21,26.1,0.0,90.9,22.0,31.4,7.5,976.6,26.1
Goa,2024-10-21,31.3,0.0,98.0,28.3,32.2,15.1,1025.9,49.7
Gujarat,2024-10-21,27.4,1.6,25.5,17.3,36.8,3.3,998.7,27.4
Haryana,2024-10-21,30.2,0.0,52.5,22.8,34.2,14.6,981.9,31.7
Himachal Pradesh,2024-10-21,-7.7,13.1,91.1,-18.4,2.1,24.3,749.2,-7.7
Jharkhand,2024-10-21,18.9,0.0,94.9,8.8,27.2,7.7,985.5,18.9
Karnataka,2024-10-21,18.2,1.8,81.9,12.0,23.1,10.4,918.9,18.2
Kerala,2024-10-21,27.3,0.0,98.0,22.7,32.6,19.8,998.9,33.6
Madhya Pradesh,2024-10-21,20.2,0.0,77.8,14.8,29.9,9.1,947.3,20.2
Maharashtra,2024-10-21,23.5,1.5,82.8,15.8,30.8,20.1,929.0,23.5
Manipur,2024-10-21,20.4,23.8,97.5,13.9,29.4,13.3,912.6,20.4
Meghalaya,2024-10-21,14.3,0.0,98.0,10.7,17.2,12.2,857.9,14.3
Mizoram,2024-10-21,12.3,0.5,98.0,7.5,16.3,5.7,891.7,12.3
Nagaland,2024-10-21,18.8,0.0,98.0,15.8,20.9,5.3,860.6,18.8
Odisha,2024-10-21,23.4,1.0,81.3,16.9,29.2,15.7,998.6,23.4
Punjab,2024-10-21,21.6,0.0,67.9,12.3,29.1,0.0,990.0,21.6
Rajasthan,2024-10-21,26.2,0.0,22.8,10.9,43.9,11.3,980.5,26.2
Sikkim,2024-10-21,6.3,0.0,85.2,2.7,12.0,21.7,791.3,6.3
Tamil Nadu,2024-10-21,31.8,1.9,88.0,30.7,33.8,27.0,992.7,47.2
Telangana,2024-10-21,31.0,4.1,58.3,23.5,36.2,5.0,957.0,34.5
Tripura,2024-10-21,32.2,0.0,86.0,26.8,39.0,3.5,1000.8,47.9
Uttar Pradesh,2024-10-21,28.9,0.3,60.1,23.0,34.0,5.9,1000.3,30.9
Uttarakhand,2024-10-21,9.1,0.6,67.3,1.9,16.6,19.4,851.2,9.1
West Bengal,2024-10-21,21.8,0.0,82.4,18.1,26.1,19.6,1016.6,21.8
Andaman and Nicobar Islands,2024-10-21,19.9,0.1,98.0,14.2,22.7,30.5,1007.3,19.9
Chandigarh,2024-10-21,26.1,0.5,53.3,14.9,33.9,15.8,968.3,26.1
Dadra and Nagar Haveli and Daman and Diu,2024-10-21,28.8,0.0,98.0,26.3,34.5,17.6,1005.1,38.7
Delhi,2024-10-21,26.7,1.1,51.7,24.5,31.2,6.9,982.2,26.7
Jammu and Kashmir,2024-10-21,0.6,0.0,93.2,-8.2,9.6,14.0,809.9,0.6
Ladakh,2024-10-21,-17.2,0.0,35.1,-31.5,-2.1,20.6,587.3,-17.2
Lakshadweep,2024-10-21,27.5,0.6,98.0,23.5,30.6,23.0,1015.5,34.0
Puducherry,2024-10-21,28.4,0.0,98.0,26.1,30.3,12.6,1011.1,37.3
Andhra Pradesh,2024-10-22,25.9,0.5,78.0,21.6,30.2,16.0,996.1,25.9
Arunachal Pradesh,2024-10-22,2.0,0.0,85.0,-10.1,10.5,22.3,766.0,2.0
Assam,2024-10-22,32.1,2.3,86.4,26.4,35.5,8.5,998.5,47.7
Bihar,2024-10-22,22.8,0.7,95.6,13.6,30.6,6.5,1007.5,22.8
Chhattisgarh,2024-10-22,26.2,1.6,75.8,18.2,36.8,4.8,967.0,26.2
Goa,2024-10-22,29.2,0.5,98.0,24.3,30.9,10.7,1005.0,40.5
Gujarat,2024-10-22,27.4,0.1,30.8,17.4,41.5,3.7,992.2,27.4
Haryana,2024-10-22,21.4,1.3,43.5,16.6,26.7,2.1,977.5,21.4
Himachal Pradesh,2024-10-22,-1.3,0.0,65.1,-12.3,9.6,23.5,745.8,-1.3
Jharkhand,2024-10-22,24.4,1.1,87.3,17.0,34.0,13.0,981.0,24.4
Karnataka,2024-10-22,18.4,0.8,75.4,9.2,26.6,4.4,912.8,18.4
Kerala,2024-10-22,29.1,0.6,90.1,24.7,31.2,10.1,1012.8,37.4
Madhya Pradesh,2024-10-22,20.4,1.4,78.2,13.3,23.8,8.1,947.7,20.4
Maharashtra,2024-10-22,21.1,0.0,65.3,15.6,29.2,14.2,945.3,21.1
Manipur,2024-10-22,13.1,1.0,83.5,5.6,21.6,11.0,914.6,13.1
Meghalaya,2024-10-22,13.1,0.0,98.0,7.0,21.7,11.2,874.5,13.1
Mizoram,2024-10-22,20.4,1.1,80.0,15.8,24.0,3.8,894.0,20.4
Nagaland,2024-10-22,16.1,0.0,78.8,13.7,19.3,9.8,868.0,16.1
Odisha,2024-10-22,24.8,0.6,93.4,16.6,35.1,20.9,1003.8,24.8
Punjab,2024-10-22,29.5,0.8,68.2,24.9,36.6,5.8,989.6,33.4
Rajasthan,2024-10-22,27.0,0.0,20.6,15.5,39.8,6.5,978.9,27.0
Sikkim,2024-10-22,4.0,0.0,76.0,0.2,8.5,18.6,791.1,4.0
