Region,Date,Temperature_C,Precipitation_mm,Humidity_percent,Min_Temperature_C,Max_Temperature_C,Wind_Speed_kmh,Atmospheric_Pressure_hPa,Heat_Index_C
Kerala,2024-10-01,32.5,0.0,93.9,28.1,34.5,4.0,1004.7,53.6
Madhya Pradesh,2024-10-01,26.5,0.0,70.8,24.2,32.2,13.7,967.2,26.5
Maharashtra,2024-10-01,21.8,0.1,53.6,18.1,27.0,18.0,943.1,21.8
Manipur,2024-10-01,17.7,0.0,82.4,15.2,20.2,2.4,915.4,17.7
Meghalaya,2024-10-01,18.4,0.0,93.5,12.8,25.4,9.1,881.8,18.4
Mizoram,2024-10-01,22.8,0.2,83.9,14.3,34.3,3.8,896.9,22.8
Nagaland,2024-10-01,15.7,0.0,92.0,8.0,26.2,7.3,861.3,15.7
Odisha,2024-10-01,31.6,0.0,77.4,22.1,43.1,10.4,986.4,42.1
Punjab,2024-10-01,21.4,0.0,71.7,12.1,29.0,10.9,991.4,21.4
Rajasthan,2024-10-01,33.2,0.0,24.1,21.2,47.7,13.3,990.6,33.2
Sikkim,2024-10-01,8.7,0.3,83.6,0.4,15.4,14.1,780.7,8.7
Tamil Nadu,2024-10-01,38.1,0.3,89.7,32.4,44.7,24.9,1004.3,81.8
Telangana,2024-10-01,26.0,0.0,45.4,19.1,34.2,4.2,957.1,26.0
Tripura,2024-10-01,28.4,0.0,83.4,25.9,34.7,17.9,1001.2,33.8
Uttar Pradesh,2024-10-01,30.8,0.0,67.9,26.7,39.0,13.5,999.6,36.5
Uttarakhand,2024-10-01,9.0,0.0,77.2,2.5,15.6,24.9,854.6,9.0
West Bengal,2024-10-01,26.8,0.6,78.9,18.7,35.2,26.3,1013.5,26.8
Andaman and Nicobar Islands,2024-10-01,29.7,0.0,98.0,27.7,31.4,23.6,1006.1,42.3
Chandigarh,2024-10-01,26.8,2.1,70.7,22.6,33.6,15.8,959.4,26.8
Dadra and Nagar Haveli and Daman and Diu,2024-10-01,31.9,12.0,98.0,26.1,37.3,25.6,1006.2,52.4
Delhi,2024-10-01,31.5,1.3,62.7,23.8,40.5,7.1,991.1,36.7
Jammu and Kashmir,2024-10-01,2.0,0.8,77.8,-6.8,9.5,21.7,817.1,2.0
Ladakh,2024-10-01,-7.1,0.0,45.4,-17.3,2.3,17.2,596.3,-7.1
Lakshadweep,2024-10-01,24.4,0.0,98.0,20.8,28.5,18.2,1012.0,24.4
Puducherry,2024-10-01,28.8,16.7,98.0,24.2,33.0,19.8,993.4,38.8
Andhra Pradesh,2024-10-02,22.3,0.0,79.9,16.5,26.3,15.5,986.2,22.3
Arunachal Pradesh,2024-10-02,7.3,0.6,72.6,-1.7,15.5,26.1,754.6,7.3
Assam,2024-10-02,26.6,0.0,78.6,18.6,31.5,11.2,1002.4,26.6
Bihar,2024-10-02,33.9,0.0,84.6,30.0,37.9,6.8,1011.2,54.4
Chhattisgarh,2024-10-02,29.0,0.0,73.1,22.7,38.0,11.3,976.3,33.4
Goa,2024-10-02,28.0,9.1,98.0,27.5,33.1,10.0,1002.6,35.8
Gujarat,2024-10-02,30.8,1.2,31.3,16.8,44.0,5.5,998.2,30.8
Haryana,2024-10-02,34.6,1.3,29.7,27.8,37.8,9.9,977.7,34.6
Himachal Pradesh,2024-10-02,1.7,0.0,82.0,-3.8,8.5,19.1,731.7,1.7
Jharkhand,2024-10-02,24.3,0.2,81.5,20.0,30.3,6.3,974.0,24.3
Karnataka,2024-10-02,22.0,1.3,79.1,19.2,26.2,7.5,914.7,22.0
Kerala,2024-10-02,26.1,2.1,98.0,19.3,29.3,11.8,1008.3,26.1
Madhya Pradesh,2024-10-02,27.1,0.0,67.8,24.0,28.9,9.4,953.7,28.9
Maharashtra,2024-10-02,27.3,0.6,52.7,19.5,36.5,10.0,938.8,27.8
Manipur,2024-10-02,22.0,0.0,83.5,18.5,27.6,15.8,908.7,22.0
Meghalaya,2024-10-02,15.0,0.0,84.8,10.3,21.7,5.8,872.4,15.0
Mizoram,2024-10-02,23.8,0.0,88.9,19.2,31.0,10.7,896.8,23.8
Nagaland,2024-10-02,20.2,0.7,82.0,12.8,25.3,5.1,868.2,20.2
Odisha,2024-10-02,33.7,0.0,81.3,26.0,43.0,21.8,993.8,51.6
Punjab,2024-10-02,25.6,0.0,67.6,23.3,29.0,9.7,972.5,25.6
Rajasthan,2024-10-02,31.6,1.8,15.0,24.5,35.9,8.3,973.7,31.6
Sikkim,2024-10-02,3.9,1.6,77.4,-5.8,14.3,20.7,791.9,3.9
Tamil Nadu,2024-10-02,28.5,0.0,93.9,24.8,34.6,23.9,996.5,36.6
Telangana,2024-10-02,27.1,0.0,46.2,17.8,35.0,7.1,962.9,27.3
Tripura,2024-10-02,32.5,0.0,67.2,24.1,40.1,12.0,1004.3,40.8
Uttar Pradesh,2024-10-02,32.4,0.0,69.1,24.6,40.8,1.2,989.8,41.3
Uttarakhand,2024-10-02,13.5,5.9,82.8,3.9,21.3,17.6,872.0,13.5
West Bengal,2024-10-02,29.6,0.3,88.4,24.1,31.5,22.8,1021.7,39.0
Andaman and Nicobar Islands,2024-10-02,27.3,0.4,98.0,24.9,30.1,21.1,1012.8,33.5
Chandigarh,2024-10-02,29.6,0.0,65.4,25.1,36.0,4.4,983.7,33.0
Dadra and Nagar Haveli and Daman and Diu,2024-10-02,29.6,0.0,98.0,27.7,30.5,10.9,1001.5,41.9
Delhi,2024-10-02,28.7,0.0,60.5,21.2,36.4,6.8,998.2,30.5
Jammu and Kashmir,2024-10-02,4.8,0.0,85.6,-5.5,11.7,14.9,801.9,4.8
Ladakh,2024-10-02,-13.1,1.5,33.6,-23.2,-6.5,20.7,591.3,-13.1
Lakshadweep,2024-10-02,27.8,0.2,98.0,25.8,29.1,11.8,1018.6,35.1
Puducherry,2024-10-02,29.7,0.8,98.0,30.6,33.3,20.1,1012.2,42.2
Andhra Pradesh,2024-10-03,31.5,0.6,75.1,24.9,41.7,26.1,996.5,40.7
Arunachal Pradesh,2024-10-03,0.9,0.0,67.8,-3.5,2.6,24.3,766.5,0.9
Assam,2024-10-03,25.6,0.9,78.8,14.4,33.3,4.1,993.1,25.6
Bihar,2024-10-03,33.3,0.0,70.1,30.9,36.7,9.2,1011.3,44.3
Chhattisgarh,2024-10-03,27.5,0.4,65.5,22.4,35.2,7.0,971.9,29.3
Goa,2024-10-03,32.3,8.1,98.0,25.4,37.0,11.6,1009.1,54.9
Gujarat,2024-10-03,28.5,0.0,15.0,19.9,36.9,12.0,995.5,28.5
Haryana,2024-10-03,32.0,0.2,42.7,26.8,34.3,2.2,991.3,32.8
Himachal Pradesh,2024-10-03,-2.4,1.7,95.5,-6.8,2.3,14.9,746.5,-2.4
Jharkhand,2024-10-03,29.0,1.3,72.6,24.6,37.2,10.5,977.1,33.2
Karnataka,2024-10-03,20.4,1.0,68.5,19.9,24.5,7.2,923.3,20.4
Kerala,2024-10-03,26.4,12.2,98.0,21.9,31.8,12.8,1011.5,26.4
Madhya Pradesh,2024-10-03,28.0,0.0,49.7,22.4,34.7,6.1,962.4,28.4
Maharashtra,2024-10-03,28.3,0.7,66.4,19.3,35.8,18.8,940.6,30.8
Manipur,2024-10-03,20.4,0.0,97.9,17.6,24.6,9.7,920.8,20.4
Meghalaya,2024-10-03,15.0,0.0,79.4,10.3,17.8,16.0,874.7,15.0
Mizoram,2024-10-03,15.1,0.8,97.9,11.5,18.1,9.8,896.2,15.1
Nagaland,2024-10-03,19.6,0.7,95.9,8.6,24.2,7.4,863.6,19.6
Odisha,2024-10-03,31.2,0.0,86.8,25.3,38.2,20.6,985.4,44.4
Punjab,2024-10-03,33.1,0.8,50.9,25.9,38.3,9.1,971.9,36.7
Rajasthan,2024-10-03,35.0,0.0,23.7,21.8,46.5,12.3,976.1,35.0
Sikkim,2024-10-03,0.6,2.9,92.4,-5.1,10.4,20.5,785.4,0.6
Tamil Nadu,2024-10-03,30.8,0.0,98.0,29.4,31.8,21.1,1003.1,47.3
Telangana,2024-10-03,33.2,0.3,32.2,25.4,40.9,7.5,954.9,33.2
Tripura,2024-10-03,33.2,0.9,85.1,28.8,37.0,8.8,999.0,51.9
Uttar Pradesh,2024-10-03,33.8,0.6,74.3,23.9,42.6,10.1,995.6,48.2
Uttarakhand,2024-10-03,7.9,0.8,74.9,4.0,11.8,22.8,858.3,7.9
West Bengal,2024-10-03,25.8,0.0,81.1,19.6,34.5,11.7,995.8,25.8
Andaman and Nicobar Islands,2024-10-03,27.8,2.4,98.0,24.7,28.4,27.4,1017.8,35.3
Chandigarh,2024-10-03,27.7,0.0,62.2,22.5,34.0,11.5,975.9,29.2
Dadra and Nagar Haveli and Daman and Diu,2024-10-03,30.8,1.3,98.0,26.8,32.5,19.4,1011.9,47.3
Delhi,2024-10-03,27.5,0.0,50.2,18.9,37.9,13.7,988.7,28.0
Jammu and Kashmir,2024-10-03,-0.0,0.0,96.0,-6.3,5.4,21.3,814.0,-0.0
Ladakh,2024-10-03,-13.0,0.6,18.0,-29.1,1.7,20.3,585.4,-13.0
Lakshadweep,2024-10-03,25.3,0.0,98.0,21.9,26.5,24.0,1020.1,25.3
Puducherry,2024-10-03,31.4,0.0,89.1,31.2,33.3,18.1,1006.8,46.1
Andhra Pradesh,2024-10-04,29.1,0.0,82.7,25.6,34.1,18.1,991.6,35.6
Arunachal Pradesh,2024-10-04,-1.1,2.0,86.2,-8.7,2.6,29.1,760.4,-1.1
Assam,2024-10-04,28.9,0.0,74.6,21.8,35.6,7.4,1003.4,33.4
Bihar,2024-10-04,28.5,4.9,82.5,21.9,33.7,0.0,990.2,33.8
Chhattisgarh,2024-10-04,29.5,0.0,65.4,22.3,35.6,6.4,977.5,32.9
Goa,2024-10-04,26.0,0.0,98.0,24.7,28.7,8.6,1003.8,26.0
Gujarat,2024-10-04,24.7,0.2,47.5,13.8,35.6,6.6,989.3,24.7
Haryana,2024-10-04,33.8,0.1,43.8,23.9,41.6,4.8,992.4,36.1
Himachal Pradesh,2024-10-04,2.0,0.6,93.2,-7.0,10.6,19.5,746.1,2.0
Jharkhand,2024-10-04,31.4,0.3,78.5,20.9,39.5,7.5,960.0,41.7
Karnataka,2024-10-04,23.6,8.7,69.0,19.6,27.7,10.4,916.7,23.6
Kerala,2024-10-04,32.1,0.1,98.0,29.1,34.5,10.5,989.8,53.7
Madhya Pradesh,2024-10-04,23.0,1.2,63.5,18.7,27.3,7.0,966.5,23.0
Maharashtra,2024-10-04,23.7,7.4,63.1,19.4,26.8,10.0,937.4,23.7
Manipur,2024-10-04,23.1,0.7,84.6,18.4,29.8,9.5,914.1,23.1
Meghalaya,2024-10-04,19.7,0.0,73.3,11.2,24.5,7.6,869.4,19.7
Mizoram,2024-10-04,18.4,0.0,83.4,11.1,21.8,9.4,890.3,18.4
Nagaland,2024-10-04,15.2,0.3,89.4,5.1,26.0,5.3,873.8,15.2
Odisha,2024-10-04,29.3,0.2,83.4,27.2,32.6,14.2,1010.7,36.5
Punjab,2024-10-04,28.0,0.0,61.0,20.0,34.9,7.2,984.7,29.6
Rajasthan,2024-10-04,35.5,0.0,15.4,29.7,42.3,4.8,989.2,35.5
Sikkim,2024-10-04,5.9,0.0,80.8,-3.3,9.4,25.0,796.5,5.9
Tamil Nadu,2024-10-04,28.0,0.0,98.0,23.6,31.5,32.7,999.8,35.9
Telangana,2024-10-04,29.9,5.4,48.8,23.9,34.4,11.1,941.4,30.7
Tripura,2024-10-04,30.6,1.4,80.3,27.6,34.1,2.8,992.6,39.8
Uttar Pradesh,2024-10-04,35.8,1.3,53.8,28.1,43.5,12.5,1003.6,44.3
Uttarakhand,2024-10-04,5.5,0.7,86.7,-3.5,17.0,26.3,862.5,5.5
West Bengal,2024-10-04,32.1,0.3,89.5,23.9,41.4,18.3,1005.8,49.2
Andaman and Nicobar Islands,2024-10-04,29.0,1.0,98.0,25.6,30.9,30.7,1004.1,39.6
Chandigarh,2024-10-04,22.7,0.0,58.3,13.7,34.4,3.7,980.4,22.7
Dadra and Nagar Haveli and Daman and Diu,2024-10-04,31.9,0.0,98.0,28.7,35.0,25.4,1000.7,52.5
Delhi,2024-10-04,27.3,0.0,59.4,20.1,33.9,6.7,985.9,28.4
Jammu and Kashmir,2024-10-04,2.4,0.0,67.2,-2.9,5.7,20.2,807.9,2.4
Ladakh,2024-10-04,-7.9,2.6,20.7,-19.7,3.6,11.8,604.0,-7.9
Lakshadweep,2024-10-04,25.8,0.6,98.0,21.4,30.5,18.4,1018.1,25.8
Puducherry,2024-10-04,31.2,1.2,98.0,28.6,36.0,19.9,1011.1,49.0
Andhra Pradesh,2024-10-05,27.2,1.4,67.0,19.9,32.4,12.7,1003.4,28.9
Arunachal Pradesh,2024-10-05,3.6,1.4,92.4,-0.0,9.4,21.3,763.0,3.6
Assam,2024-10-05,30.2,0.0,79.6,26.4,32.2,11.5,1008.4,38.2
Bihar,2024-10-05,32.4,0.6,78.9,26.3,39.7,6.0,1005.5,45.5
Chhattisgarh,2024-10-05,34.6,0.0,69.6,26.4,42.1,11.6,978.4,48.6
Goa,2024-10-05,29.2,0.0,98.0,25.6,31.0,8.3,1012.8,40.5
Gujarat,2024-10-05,29.8,0.0,26.3,18.4,40.1,9.3,999.9,29.8
Haryana,2024-10-05,27.4,1.4,44.9,24.5,32.3,11.2,977.8,27.5
Himachal Pradesh,2024-10-05,0.5,12.8,69.8,-6.3,5.7,18.3,736.7,0.5
Jharkhand,2024-10-05,26.2,0.8,90.5,21.7,30.8,6.3,977.5,26.2
Karnataka,2024-10-05,23.1,0.0,77.7,18.5,27.2,10.1,909.1,23.1
Kerala,2024-10-05,24.8,0.7,98.0,22.7,27.6,12.4,1013.0,24.8
Madhya Pradesh,2024-10-05,25.1,1.5,64.8,19.5,33.8,6.5,958.8,25.1
Maharashtra,2024-10-05,25.3,1.8,54.3,19.7,31.4,12.9,933.6,25.3
Manipur,2024-10-05,21.7,0.0,85.7,17.2,26.3,11.5,919.4,21.7
Meghalaya,2024-10-05,17.6,1.2,98.0,11.3,22.0,6.7,861.7,17.6
Mizoram,2024-10-05,18.8,0.2,96.7,14.7,20.1,10.0,899.3,18.8
Nagaland,2024-10-05,12.1,0.0,94.0,2.6,17.0,7.1,878.9,12.1
Odisha,2024-10-05,30.6,0.4,82.8,20.6,39.8,58.7,998.0,40.4
Punjab,2024-10-05,25.1,3.2,58.1,19.5,32.8,6.5,969.8,25.1
Rajasthan,2024-10-05,34.2,0.0,22.7,21.1,48.1,11.1,985.9,34.2
Sikkim,2024-10-05,1.4,18.3,74.0,-5.3,12.7,23.9,778.4,1.4
Tamil Nadu,2024-10-05,31.6,0.0,95.5,26.4,37.4,17.1,1001.1,49.7
Telangana,2024-10-05,30.0,0.0,57.3,17.9,37.8,4.6,961.3,32.2
Tripura,2024-10-05,27.6,1.7,83.0,17.3,36.2,13.5,1000.6,31.5
Uttar Pradesh,2024-10-05,26.7,0.2,68.0,22.3,29.0,15.0,992.1,26.7
Uttarakhand,2024-10-05,7.9,1.5,77.2,-1.7,15.8,19.1,852.0,7.9
West Bengal,2024-10-05,26.6,0.0,93.0,21.2,32.1,31.8,1011.9,26.6
Andaman and Nicobar Islands,2024-10-05,17.2,0.8,98.0,14.4,19.5,17.3,1010.4,17.2
Chandigarh,2024-10-05,28.6,2.5,62.7,25.8,33.4,4.4,970.7,30.8
Dadra and Nagar Haveli and Daman and Diu,2024-10-05,32.6,0.0,98.0,27.1,37.4,14.6,1005.2,56.1
Delhi,2024-10-05,29.1,0.0,46.4,23.1,37.0,6.8,988.2,29.4
Jammu and Kashmir,2024-10-05,3.5,0.7,65.0,-4.1,9.1,15.2,812.3,3.5
Ladakh,2024-10-05,-11.4,1.6,15.4,-19.0,-6.6,16.6,594.2,-11.4
Lakshadweep,2024-10-05,22.3,0.0,98.0,18.0,24.4,14.3,1004.6,22.3
Puducherry,2024-10-05,29.2,0.0,98.0,23.4,31.4,20.7,1013.4,40.2
Andhra Pradesh,2024-10-06,30.6,0.0,77.6,26.8,34.5,17.9,996.7,38.6
Arunachal Pradesh,2024-10-06,4.5,12.1,77.5,-1.6,10.0,15.6,759.9,4.5
Assam,2024-10-06,24.3,0.1,85.5,19.2,29.8,9.2,1011.6,24.3
Bihar,2024-10-06,32.0,0.4,72.5,25.7,38.3,4.8,1001.1,41.5
Chhattisgarh,2024-10-06,28.9,0.0,61.5,21.7,35.6,6.2,982.8,31.0
Goa,2024-10-06,25.3,0.0,98.0,21.1,28.4,16.2,1014.3,25.3
Gujarat,2024-10-06,26.0,0.7,28.8,11.1,40.3,9.3,996.2,26.0
Haryana,2024-10-06,25.6,0.0,54.0,18.5,32.2,10.0,988.7,25.6
Himachal Pradesh,2024-10-06,1.3,0.7,74.9,-6.0,10.8,21.6,734.5,1.3
Jharkhand,2024-10-06,26.4,1.3,97.1,19.4,34.0,8.4,979.6,26.4
Karnataka,2024-10-06,26.8,5.3,67.8,19.6,32.5,10.9,927.5,26.8
Kerala,2024-10-06,28.0,0.0,98.0,24.7,28.9,14.4,1003.1,35.8
Madhya Pradesh,2024-10-06,24.1,3.4,66.0,12.3,33.9,14.9,948.0,24.1
Maharashtra,2024-10-06,23.0,0.0,55.1,17.3,29.2,14.6,939.4,23.0
Manipur,2024-10-06,17.9,1.6,88.0,12.4,21.1,8.0,914.5,17.9
Meghalaya,2024-10-06,17.9,0.8,98.0,13.8,24.5,5.8,871.4,17.9
Mizoram,2024-10-06,10.4,6.5,95.6,4.2,16.9,8.3,892.0,10.4
Nagaland,2024-10-06,13.8,0.0,87.9,5.9,20.3,3.5,864.7,13.8
Odisha,2024-10-06,31.8,1.0,82.4,26.6,41.0,18.7,1005.2,44.8
Punjab,2024-10-06,28.1,0.2,59.4,22.8,35.2,8.9,978.1,29.5
Rajasthan,2024-10-06,33.0,1.9,15.0,16.7,49.8,7.9,970.3,33.0
Sikkim,2024-10-06,6.8,0.0,89.4,1.4,13.6,24.8,792.1,6.8
Tamil Nadu,2024-10-06,33.1,0.0,95.0,29.0,38.2,25.4,995.4,57.1
Telangana,2024-10-06,30.0,0.0,55.4,20.0,39.1,6.4,957.1,31.9
Tripura,2024-10-06,27.7,0.0,80.3,19.8,35.4,10.3,999.9,31.5
Uttar Pradesh,2024-10-06,26.2,0.0,58.3,20.6,30.7,0.0,996.4,26.2
Uttarakhand,2024-10-06,11.9,1.2,69.8,4.9,19.5,14.2,861.4,11.9
West Bengal,2024-10-06,25.5,0.0,63.8,21.4,27.8,12.3,1006.7,25.5
Andaman and Nicobar Islands,2024-10-06,21.2,0.0,98.0,17.8,27.3,26.3,1005.8,21.2
Chandigarh,2024-10-06,24.9,0.8,63.3,19.3,31.8,14.4,965.8,24.9
Dadra and Nagar Haveli and Daman and Diu,2024-10-06,25.2,0.0,98.0,22.2,32.5,14.2,1027.0,25.2
Delhi,2024-10-06,33.1,1.5,32.1,25.8,41.8,4.2,984.7,33.1
Jammu and Kashmir,2024-10-06,6.9,2.0,75.3,-0.2,17.0,23.6,824.7,6.9
Ladakh,2024-10-06,-11.0,0.0,43.6,-27.3,2.4,15.3,591.3,-11.0
Lakshadweep,2024-10-06,24.1,0.6,98.0,20.4,24.4,19.9,1021.6,24.1
Puducherry,2024-10-06,35.1,0.0,98.0,30.8,38.1,20.4,1013.2,70.9
Andhra Pradesh,2024-10-07,28.0,0.0,93.6,26.2,30.9,21.7,999.6,34.9
Arunachal Pradesh,2024-10-07,10.6,2.0,89.7,7.2,14.7,24.5,758.3,10.6
Assam,2024-10-07,27.1,34.8,91.8,22.6,29.4,13.3,984.7,31.7
Bihar,2024-10-07,35.1,0.5,72.8,26.3,44.6,4.4,1001.1,52.4
Chhattisgarh,2024-10-07,22.6,0.0,67.5,13.3,29.5,11.4,974.8,22.6
Goa,2024-10-07,29.4,0.0,98.0,25.1,33.3,13.9,1009.6,41.0
Gujarat,2024-10-07,30.1,0.0,15.0,17.0,41.3,13.6,1005.0,30.1
Haryana,2024-10-07,25.2,0.8,64.3,18.5,30.5,8.3,982.0,25.2
Himachal Pradesh,2024-10-07,2.4,0.0,81.5,-5.6,10.0,21.5,739.5,2.4
Jharkhand,2024-10-07,24.8,0.0,94.6,15.1,30.1,6.4,979.5,24.8
Karnataka,2024-10-07,19.2,0.0,92.8,14.1,26.2,14.1,924.1,19.2
Kerala,2024-10-07,32.6,0.3,98.0,27.7,38.4,15.7,1011.2,56.4
Madhya Pradesh,2024-10-07,21.1,0.8,77.0,10.2,27.7,5.1,945.2,21.1
Maharashtra,2024-10-07,23.0,0.0,56.0,15.2,32.1,10.6,943.3,23.0
Manipur,2024-10-07,16.4,0.2,94.2,11.4,22.8,9.2,925.3,16.4
Meghalaya,2024-10-07,16.6,0.3,93.3,10.6,27.8,13.0,877.6,16.6
Mizoram,2024-10-07,15.2,0.0,87.2,11.1,20.7,10.0,895.1,15.2
Nagaland,2024-10-07,19.5,1.1,79.9,12.9,25.7,7.0,864.6,19.5
Odisha,2024-10-07,29.2,0.0,75.5,23.2,35.5,26.4,1004.0,34.2
Punjab,2024-10-07,24.6,0.5,59.7,14.0,32.3,1.8,969.2,24.6
Rajasthan,2024-10-07,30.5,0.6,32.5,21.5,38.0,10.5,977.5,30.5
Sikkim,2024-10-07,5.6,1.2,80.5,-3.7,15.5,23.8,780.2,5.6
Tamil Nadu,2024-10-07,25.4,0.0,98.0,21.8,28.2,25.7,1008.7,25.4
Telangana,2024-10-07,30.9,0.8,41.2,19.1,40.5,9.1,938.1,30.9
Tripura,2024-10-07,30.7,1.5,82.0,28.0,34.8,3.3,996.9,40.5
Uttar Pradesh,2024-10-07,31.8,0.0,67.1,27.7,36.1,7.4,987.5,38.9
Uttarakhand,2024-10-07,10.1,0.0,74.2,0.5,20.4,25.2,857.0,10.1
West Bengal,2024-10-07,26.3,0.6,87.3,24.0,31.2,20.9,1006.7,26.3
Andaman and Nicobar Islands,2024-10-07,28.9,0.4,98.0,26.3,32.5,22.2,1010.8,39.2
Chandigarh,2024-10-07,25.6,0.7,59.9,21.5,28.2,5.3,970.2,25.6
Dadra and Nagar Haveli and Daman and Diu,2024-10-07,30.2,0.7,98.0,27.6,34.7,13.3,1006.8,44.4
Delhi,2024-10-07,25.3,0.6,58.1,22.5,29.4,8.7,971.8,25.3
Jammu and Kashmir,2024-10-07,7.1,0.0,88.9,0.7,10.1,22.0,808.4,7.1
Ladakh,2024-10-07,-8.8,0.6,38.1,-23.7,5.7,15.9,605.8,-8.8
Lakshadweep,2024-10-07,25.3,0.0,98.0,23.8,30.4,17.3,1009.1,25.3
Puducherry,2024-10-07,29.3,0.0,98.0,26.9,33.9,30.9,1006.9,40.8
Andhra Pradesh,2024-10-08,29.8,0.8,83.4,23.5,34.6,6.4,982.5,38.1
Arunachal Pradesh,2024-10-08,-2.1,0.4,81.0,-11.1,7.4,14.3,745.7,-2.1
Assam,2024-10-08,32.0,25.4,81.0,27.3,33.3,3.2,989.7,44.7
Bihar,2024-10-08,29.1,0.6,79.9,22.4,35.3,2.2,1002.8,35.1
Chhattisgarh,2024-10-08,32.9,1.8,76.9,24.8,40.1,10.7,990.4,46.4
Goa,2024-10-08,28.3,0.2,98.0,23.7,34.0,15.3,1013.1,37.1
Gujarat,2024-10-08,29.9,1.1,24.1,18.9,39.6,9.6,989.6,29.9
Haryana,2024-10-08,27.9,0.0,43.4,19.5,36.5,5.0,985.4,27.9
Himachal Pradesh,2024-10-08,-4.9,0.0,82.3,-10.4,2.5,20.0,743.1,-4.9
Jharkhand,2024-10-08,22.2,0.6,88.2,15.5,31.5,7.1,975.3,22.2
Karnataka,2024-10-08,26.7,1.1,87.7,24.7,30.9,14.5,908.0,26.7
Kerala,2024-10-08,29.5,1.1,98.0,20.9,35.4,7.5,1006.0,41.5
Madhya Pradesh,2024-10-08,21.8,0.0,73.0,14.2,27.6,4.7,968.3,21.8
Maharashtra,2024-10-08,21.2,0.0,65.4,17.8,25.2,11.4,939.1,21.2
Manipur,2024-10-08,22.2,0.0,76.9,17.5,28.2,6.3,906.5,22.2
Meghalaya,2024-10-08,16.9,0.0,92.0,14.5,19.4,6.5,856.2,16.9
Mizoram,2024-10-08,20.0,0.0,83.9,11.6,24.5,2.9,894.3,20.0
Nagaland,2024-10-08,13.3,0.3,74.7,5.3,19.7,7.4,872.1,13.3
Odisha,2024-10-08,27.6,0.6,73.4,23.9,31.1,18.5,990.3,30.3
Punjab,2024-10-08,30.1,1.3,68.3,22.0,36.6,5.6,987.7,34.9
Rajasthan,2024-10-08,34.0,0.3,24.6,20.2,49.4,16.2,972.6,34.0
Sikkim,2024-10-08,0.8,0.0,80.4,-9.5,8.9,21.6,786.6,0.8
Tamil Nadu,2024-10-08,29.2,0.4,98.0,22.2,33.4,28.9,1009.7,40.5
Telangana,2024-10-08,20.2,0.0,56.8,11.7,28.2,13.0,949.0,20.2
Tripura,2024-10-08,33.2,1.5,90.0,27.2,38.5,7.7,995.8,54.7
Uttar Pradesh,2024-10-08,28.0,1.4,64.4,22.7,37.9,7.3,1008.8,30.0
Uttarakhand,2024-10-08,14.4,0.6,68.4,6.0,24.2,16.5,861.5,14.4
West Bengal,2024-10-08,30.6,0.0,92.3,23.5,40.8,4.3,1019.7,44.1
Andaman and Nicobar Islands,2024-10-08,30.5,3.2,98.0,27.3,35.7,44.5,1009.8,45.9
Chandigarh,2024-10-08,28.2,0.0,70.7,24.7,33.0,8.6,973.8,31.1
Dadra and Nagar Haveli and Daman and Diu,2024-10-08,31.0,0.2,98.0,23.9,36.2,11.6,1009.5,47.9
Delhi,2024-10-08,29.5,27.8,31.1,20.6,37.0,9.5,969.5,29.5
Jammu and Kashmir,2024-10-08,1.4,0.2,75.0,-6.6,9.8,19.7,816.6,1.4
Ladakh,2024-10-08,-11.2,1.5,26.1,-20.1,-3.0,13.6,597.2,-11.2
Lakshadweep,2024-10-08,29.1,0.0,98.0,25.7,32.6,16.2,1022.8,40.2
Puducherry,2024-10-08,29.0,2.1,97.5,25.3,31.6,28.9,1021.8,39.5
Andhra Pradesh,2024-10-09,24.1,0.0,94.2,17.5,30.9,13.8,1005.0,24.1
Arunachal Pradesh,2024-10-09,-4.2,0.8,86.0,-7.9,0.7,22.5,761.9,-4.2
Assam,2024-10-09,27.5,0.0,96.3,16.8,37.4,11.8,1003.9,33.9
Bihar,2024-10-09,32.2,1.2,89.6,27.3,36.3,5.9,1006.7,49.7
Chhattisgarh,2024-10-09,30.5,2.3,88.7,21.5,40.2,7.4,969.4,42.1
Goa,2024-10-09,26.9,0.0,98.0,25.6,28.9,15.0,1006.7,26.9
Gujarat,2024-10-09,33.5,0.0,23.7,26.6,40.4,6.7,1003.6,33.5
Haryana,2024-10-09,25.1,0.0,52.8,14.6,34.3,0.0,984.1,25.1
Himachal Pradesh,2024-10-09,-1.3,0.2,85.4,-10.3,6.9,21.4,746.2,-1.3
Jharkhand,2024-10-09,22.4,0.0,83.7,12.7,29.7,14.4,972.2,22.4
Karnataka,2024-10-09,20.3,0.0,77.0,16.0,24.1,14.3,911.5,20.3
Kerala,2024-10-09,25.2,0.0,98.0,22.7,26.7,15.3,1008.5,25.2
Madhya Pradesh,2024-10-09,25.2,0.0,73.2,17.5,31.3,4.3,944.5,25.2
Maharashtra,2024-10-09,23.2,0.6,64.4,17.7,25.2,14.6,934.4,23.2
Manipur,2024-10-09,22.7,2.1,83.3,18.4,26.9,5.6,916.1,22.7
Meghalaya,2024-10-09,15.9,0.0,87.4,10.8,21.2,7.4,869.1,15.9
Mizoram,2024-10-09,20.3,0.0,86.7,19.8,24.9,8.2,899.3,20.3
Nagaland,2024-10-09,15.0,0.3,79.2,10.6,17.0,2.2,870.7,15.0
Odisha,2024-10-09,30.9,3.3,73.7,27.5,36.5,21.4,1002.0,38.6
